SPX_Return,GLD_Return,USO_Return,SLV_Return,EURUSD_Return
0.0,0.008366709776494119,-0.0012743468679196068,0.006916996047430901,0.001901892515553616
-0.02455155488352856,-0.005142024073857554,-0.013525647051461864,-0.007719986915276422,0.0006788783383553376
0.0032232589162057845,-0.004228826649670836,-0.02341221118644954,-0.007516318322674187,-0.0048749840731091565
-0.01835226596123196,0.023711243023873285,0.007417192052979971,0.03567395203613888,0.06047814511894378
0.013624083617218341,-0.002650334208922911,-0.010649461231907908,-0.004490057729313657,-0.058245493703354745
0.007948131797818059,0.019641790191503583,-0.01634555481727573,0.03485831185567023,0.00933916619215025
-0.013595387408698811,0.0037393994334276037,-0.012564185864530675,0.000996139655305539,-0.0007391392473481417
0.010870636952068802,0.01083764933760123,0.015870899760344725,0.012626796044037825,0.0053373684758548645
-0.02492501253309798,-0.017310732440130372,-0.019797993265993186,-0.027395637137860085,-0.004499293832806561
-0.005612078840647294,-0.014660768602358654,-0.012778249694672339,-0.011367942402425113,-0.009326379365090176
-0.02909259570749867,-0.0023067705527139992,-0.011412651674673646,0.00402453047144502,-0.0016400653298372925
-0.006045422088880481,0.010635815028901874,0.007180093019570455,0.01991480562448289,-0.0015054644808741857
-0.011085158848183618,0.008579272673971072,-0.01383838392733594,-0.007985089957261993,0.0020509017674148478
0.021442179320869892,-0.00317567206931324,-0.01488310354855693,-0.0001257703433529267,-0.0010827461062783428
0.01006272989803203,0.024917544941603476,0.020575539568345347,0.025157169811320657,0.009706070497154107
-0.015871931081293367,0.002442284581654519,0.013816495136049545,-0.0001226380443336561,-0.006706330673272642
0.017548324650517255,0.016057552068962755,0.006118675782579519,0.015461958522518193,0.007704929874030819
0.006159774469135737,-0.006539487738419614,0.00870774039275024,-0.0009667070070518147,-0.0010934474972764674
-0.004763994543466432,0.009983499506670324,0.0013702246627751435,0.008527821458812257,0.004004218815157223
0.016772253494543587,-0.0071691941596608855,-0.009989107553664223,0.008575832598250788,0.0022897875878138407
0.012237491857649552,-0.02242892729914825,-0.02598475538313083,-0.011832678568636124,-0.004380751333835087
-0.010462869630386229,-0.0027979855131053943,0.012771420281376233,-0.006257897963649839,0.0018979845147706342
-0.031995432227048703,-0.015937127181529176,-0.017094030386967995,-0.021071693676759984,-0.0128088751011598
-0.007623641283849958,0.014484454835766325,-0.01610841008956776,0.012865714108987403,-0.0014325659052046857
0.007885772842099348,0.010118055428377293,0.01130115957553568,0.01801526717557267,-0.009454679792845533
-0.004203719664804373,0.012799132171377403,0.04441259121435848,0.02135566886622664,0.07542631000973832
0.005888999219050062,0.0036263956043955936,0.02263375795243472,0.021966464346673487,-0.06865266755678356
0.0072658964877723164,-0.02189860895875162,-0.012877356959999142,-0.021091896551724165,0.005512343125086305
0.013604062841259257,0.0012313892033721796,0.0070662457978663,0.0058121877642114406,-0.001776169700328012
-0.013421476235134011,0.0030187499324965117,0.02226421505513132,-0.0026266635535839855,0.006048348314514174
0.00083774818184712,-0.0062423030458399476,0.002243901735905496,-0.007900743255106146,0.0021865491038017826
-0.0008962740531135438,0.02725743068407316,0.03792964572632673,0.02512977819726281,0.0036678681666109103
0.00834087083002033,0.018126184360642394,0.006471285534101812,0.018529232362757497,-0.0004711495573976876
-0.012867362945557459,0.00010727155957246381,-0.02508822491174989,-0.00022610168214109994,0.006251447566017587
0.007880610318921955,0.001501329758713199,0.016423069535159263,0.012432245277590681,0.0007418142251482962
0.013812671702367219,-0.0069600707459051,0.001781170528782905,0.004130386246929962,0.0006670704612568024
0.006917910527061144,0.010459359725239592,0.017272034982779738,0.03390772651473051,0.010797450240666029
-0.0009194441168340894,0.011418205222689215,-0.014731585885932152,0.02865586021505373,0.008133448029820967
-0.008941874625847834,0.012766395998801361,0.03243797598677056,0.027857681903396214,0.005151451210372748
-0.027089704855781993,0.001979393728084089,-0.013009388328078408,0.00010164751347496725,-0.00025796347052997604
0.0005335525257450513,0.011020981493033766,0.011191271106472556,0.025167837358543776,0.0005318578228188375
-0.0034476287929600113,-0.021184677523337636,-0.02361040334481057,-0.026930466696424182,0.0006539426359413181
0.005238327491991823,0.026686289136373054,0.04911839926653916,0.051019314423072615,0.0043997225518654925
-0.022013935726687306,-0.012484660126026781,0.007082784858963409,-0.026477813879055234,0.0070773196517370796
-0.008410361781400755,-0.004248746113989621,-0.0019072118477436728,-0.0017434619305871646,-0.003190101585366034
-0.015463479187948881,-0.0022894474883733418,0.022691913674002917,-0.028193661267781334,0.0003221176825001226
0.037129843789039496,0.0012516428105253663,0.008291475240855162,0.0023106546854940735,6.127391067689558e-05
-0.008995573228415044,0.010626148778542621,0.006717651457848195,0.0230532274590165,0.012914314989874276
0.00512692061818476,0.013709864679726458,0.0033364128701427465,0.021832800292078014,0.00527991598466393
-0.02078326193911373,0.003762487442037221,-0.00802656814615943,0.0007350779182593303,-0.0002656498146531572
-0.008958683734392014,0.004660105406342874,-0.03710552451495719,-0.021595416483032093,0.008330814858828806
0.042409537065509095,-0.02692344513307343,0.03001200372105628,-0.030080080080080007,-0.005715000542924953
-0.024287198282814115,-0.03585491191709844,-0.040909112788725666,-0.058207389442179736,-0.0012198213951564174
0.023944459378663074,-0.033641411934206666,-0.012030598954543725,-0.08492680318485579,-0.012585259989014608
0.0153214303365794,0.0021131575080344245,-0.012792139749367548,0.005149452128615062,-0.0004630196262039865
0.0023038973749374136,0.02918984526503543,0.015075990155096086,0.05885500334455207,0.01147460051726723
-0.008765759604769885,0.011538875934254067,0.040996648570066796,0.025316455696202667,0.013577315500122644
-0.011460481044117676,-0.0036247760034721077,0.010847836595869298,0.005212620027434722,-0.0006325818185495269
-0.007950186248263713,-0.01690564965659791,-0.015863757755846586,-0.03111353711790399,-0.0033571455220458013
0.04178774973908905,-0.054636440617210846,-0.03923201235396434,-0.06478873239436611,-0.005268086801929472
-0.001934070629815099,0.027745751465050095,0.03355540423280057,0.0389156626506022,-0.0006888673298928172
0.0013016386933026869,0.0016803069904887113,-0.0015516471896831474,-0.0009277513626346767,0.004453278237020131
0.002358837561128313,0.019570566306655435,0.03921097336016799,0.041787637840974945,-0.010094758300247642
-0.005100033369591195,-0.008994186881522204,0.00299093523524685,-0.024679720073553124,0.015792764420638816
-0.008092072502020486,0.02147208680624435,0.019612340414902008,0.029016907522705138,-0.005179461123707929
0.004474052259330508,-0.0056344565431307725,-0.008099009941529567,-0.01126833257109805,0.005078744359068077
-0.02368902417348695,-0.00719184942329254,0.016557031072805595,-0.01667420839883238,-0.002272780420717102
0.004599876722772622,0.006036691844619746,0.020080354976353743,0.0095346851004674,0.010899482898530044
0.022691265764912094,0.01756483667620179,0.007764654248367142,0.026693814426751006,-0.0035148228520509583
0.0006229147762482068,-0.007612297875382312,0.0023874226285962585,-0.007932081520991452,-0.010572857318935203
0.01655729812173723,-0.024956763719895414,0.021760246126656613,-0.0412548584119935,0.016147925086644088
-0.008810234058040156,0.00022157340720219132,0.007416878811725258,0.012161869461979391,-0.007127854800919153
0.002899917998673729,-0.011631727427663607,0.0010517248411501257,-0.027235797175476084,-0.011966722985103928
0.006442277254728346,-0.02241649829167791,-0.020802721159907667,-0.026410153897426847,-0.003002411365424562
0.005436305132098029,0.005388683726339494,0.026716792705476333,0.017399710004833313,-0.004467617447625694
-0.0038886928388918163,-0.0214392058059254,-0.0282161557484345,-0.027197149643705343,0.003530520436998197
0.013228482738637526,-0.02120964971937178,-0.028067545500968794,-0.02368453180319874,-0.012038737504056596
-0.001312654181837014,0.027146077560330495,0.07036956418575668,0.036263536326122336,0.006602954516003567
0.007651933638263442,0.0041729455490766565,0.016952646618826783,0.009412393472450375,-0.009707831726625593
-0.01811379000949187,-0.009350075355537779,0.014433889441976655,-0.013568439928272613,0.0051341916101887985
