Date,SPX_Return,GLD_Return,USO_Return,SLV_Return,EURUSD_Return,SPX_Return_lag1,SPX_Return_lag2,SPX_Return_lag3,SPX_Return_lag4,SPX_Return_lag5,USO_Return_lag1,USO_Return_lag2,USO_Return_lag3,USO_Return_lag4,USO_Return_lag5,SLV_Return_lag1,SLV_Return_lag2,SLV_Return_lag3,SLV_Return_lag4,SLV_Return_lag5,EURUSD_Return_lag1,EURUSD_Return_lag2,EURUSD_Return_lag3,EURUSD_Return_lag4,EURUSD_Return_lag5,GLD_Return_lag1,GLD_Return_lag2,GLD_Return_lag3,GLD_Return_lag4,GLD_Return_lag5,rolling_mean,rolling_std,momentum,target
2008-01-10,0.007948131797818,0.0196417901915035,-0.0163455548172757,0.0348583118556702,0.0093391661921502,0.0136240836172183,-0.0183522659612319,0.0032232589162057,-0.0245515548835285,0.0,-0.0106494612319079,0.0074171920529799,-0.0234122111864495,-0.0135256470514618,-0.0012743468679196,-0.0044900577293136,0.0356739520361388,-0.0075163183226741,-0.0077199869152764,0.0069169960474309,-0.0582454937033547,0.0604781451189437,-0.0048749840731091,0.0006788783383553,0.0019018925155536,-0.0026503342089229,0.0237112430238732,-0.0042288266496708,-0.0051420240738575,0.0083667097764941,0.0062663696565851,0.014168924466305207,0.0112750804150094,0.0037393994334276
2008-01-11,-0.0135953874086988,0.0037393994334276,-0.0125641858645306,0.0009961396553055,-0.0007391392473481,0.007948131797818,0.0136240836172183,-0.0183522659612319,0.0032232589162057,-0.0245515548835285,-0.0163455548172757,-0.0106494612319079,0.0074171920529799,-0.0234122111864495,-0.0135256470514618,0.0348583118556702,-0.0044900577293136,0.0356739520361388,-0.0075163183226741,-0.0077199869152764,0.0093391661921502,-0.0582454937033547,0.0604781451189437,-0.0048749840731091,0.0006788783383553,0.0196417901915035,-0.0026503342089229,0.0237112430238732,-0.0042288266496708,-0.0051420240738575,0.008042654358042118,0.012879168028489074,0.0088814235072851,0.0108376493376012
2008-01-14,0.0108706369520688,0.0108376493376012,0.0158708997603447,0.0126267960440378,0.0053373684758548,-0.0135953874086988,0.007948131797818,0.0136240836172183,-0.0183522659612319,0.0032232589162057,-0.0125641858645306,-0.0163455548172757,-0.0106494612319079,0.0074171920529799,-0.0234122111864495,0.0009961396553055,0.0348583118556702,-0.0044900577293136,0.0356739520361388,-0.0075163183226741,-0.0007391392473481,0.0093391661921502,-0.0582454937033547,0.0604781451189437,-0.0048749840731091,0.0037393994334276,0.0196417901915035,-0.0026503342089229,0.0237112430238732,-0.0042288266496708,0.01105594955549652,0.010900858767802578,0.015066475987272,-0.0173107324401303
2008-01-15,-0.0249250125330979,-0.0173107324401303,-0.0197979932659931,-0.02739563713786,-0.0044992938328065,0.0108706369520688,-0.0135953874086988,0.007948131797818,0.0136240836172183,-0.0183522659612319,0.0158708997603447,-0.0125641858645306,-0.0163455548172757,-0.0106494612319079,0.0074171920529799,0.0126267960440378,0.0009961396553055,0.0348583118556702,-0.0044900577293136,0.0356739520361388,0.0053373684758548,-0.0007391392473481,0.0093391661921502,-0.0582454937033547,0.0604781451189437,0.0108376493376012,0.0037393994334276,0.0196417901915035,-0.0026503342089229,0.0237112430238732,0.0028515544626958197,0.013993450146217817,-0.0410219754640035,-0.0146607686023586
2008-01-16,-0.0056120788406472,-0.0146607686023586,-0.0127782496946723,-0.0113679424024251,-0.0093263793650901,-0.0249250125330979,0.0108706369520688,-0.0135953874086988,0.007948131797818,0.0136240836172183,-0.0197979932659931,0.0158708997603447,-0.0125641858645306,-0.0163455548172757,-0.0106494612319079,-0.02739563713786,0.0126267960440378,0.0009961396553055,0.0348583118556702,-0.0044900577293136,-0.0044992938328065,0.0053373684758548,-0.0007391392473481,0.0093391661921502,-0.0582454937033547,-0.0173107324401303,0.0108376493376012,0.0037393994334276,0.0196417901915035,-0.0026503342089229,0.00044946758400868055,0.016053248590977464,-0.0120104343934357,-0.0023067705527139
2008-01-17,-0.0290925957074986,-0.0023067705527139,-0.0114126516746736,0.004024530471445,-0.0016400653298372,-0.0056120788406472,-0.0249250125330979,0.0108706369520688,-0.0135953874086988,0.007948131797818,-0.0127782496946723,-0.0197979932659931,0.0158708997603447,-0.0125641858645306,-0.0163455548172757,-0.0113679424024251,-0.02739563713786,0.0126267960440378,0.0009961396553055,0.0348583118556702,-0.0093263793650901,-0.0044992938328065,0.0053373684758548,-0.0007391392473481,0.0093391661921502,-0.0146607686023586,-0.0173107324401303,0.0108376493376012,0.0037393994334276,0.0196417901915035,-0.003940244564834799,0.011976340208328742,-0.0219485607442174,0.0106358150289018
2008-01-18,-0.0060454220888804,0.0106358150289018,0.0071800930195704,0.0199148056244828,-0.0015054644808741,-0.0290925957074986,-0.0056120788406472,-0.0249250125330979,0.0108706369520688,-0.0135953874086988,-0.0114126516746736,-0.0127782496946723,-0.0197979932659931,0.0158708997603447,-0.0125641858645306,0.004024530471445,-0.0113679424024251,-0.02739563713786,0.0126267960440378,0.0009961396553055,-0.0016400653298372,-0.0093263793650901,-0.0044992938328065,0.0053373684758548,-0.0007391392473481,-0.0023067705527139,-0.0146607686023586,-0.0173107324401303,0.0108376493376012,0.0037393994334276,-0.0025609614457399593,0.013394993195869304,0.006896415595474199,0.008579272673971
2008-01-22,-0.0110851588481836,0.008579272673971,-0.0138383839273359,-0.0079850899572619,0.0020509017674148,-0.0060454220888804,-0.0290925957074986,-0.0056120788406472,-0.0249250125330979,0.0108706369520688,0.0071800930195704,-0.0114126516746736,-0.0127782496946723,-0.0197979932659931,0.0158708997603447,0.0199148056244828,0.004024530471445,-0.0113679424024251,-0.02739563713786,0.0126267960440378,-0.0015054644808741,-0.0016400653298372,-0.0093263793650901,-0.0044992938328065,0.0053373684758548,0.0106358150289018,-0.0023067705527139,-0.0146607686023586,-0.0173107324401303,0.0108376493376012,-0.003012636778466,0.012857540230902256,-0.0022583766636302006,-0.0031756720693132
2008-01-23,0.0214421793208698,-0.0031756720693132,-0.0148831035485569,-0.0001257703433529,-0.0010827461062783,-0.0110851588481836,-0.0060454220888804,-0.0290925957074986,-0.0056120788406472,-0.0249250125330979,-0.0138383839273359,0.0071800930195704,-0.0114126516746736,-0.0127782496946723,-0.0197979932659931,-0.0079850899572619,0.0199148056244828,0.004024530471445,-0.0113679424024251,-0.02739563713786,0.0020509017674148,-0.0015054644808741,-0.0016400653298372,-0.0093263793650901,-0.0044992938328065,0.008579272673971,0.0106358150289018,-0.0023067705527139,-0.0146607686023586,-0.0173107324401303,-0.00018562470430257932,0.010209020738735298,0.014135060370817099,0.0249175449416034
2008-01-24,0.010062729898032,0.0249175449416034,0.0205755395683453,0.0251571698113206,0.0097060704971541,0.0214421793208698,-0.0110851588481836,-0.0060454220888804,-0.0290925957074986,-0.0056120788406472,-0.0148831035485569,-0.0138383839273359,0.0071800930195704,-0.0114126516746736,-0.0127782496946723,-0.0001257703433529,-0.0079850899572619,0.0199148056244828,0.004024530471445,-0.0113679424024251,-0.0010827461062783,0.0020509017674148,-0.0015054644808741,-0.0016400653298372,-0.0093263793650901,-0.0031756720693132,0.008579272673971,0.0106358150289018,-0.0023067705527139,-0.0146607686023586,0.00773003800448982,0.011448222270079567,0.039578313543962,0.0024422845816545
